CR_grad,astro_norm,astro_nue_ratio,astro_nutau_ratio,barr_h,barr_w,barr_y,barr_z,conv_norm,delta_gamma,fit_success,gamma_astro,inel_scale,llh,prompt_norm,dllh
0.6148025977857098,4.081297750802975,0.0,0.0,-0.004036114964369458,-0.043305222292500806,-0.13176278166242497,-0.07485419897211093,0.9291838378631174,-0.004982735249527414,True,2.651762891176895,1.0708870476090908,163.94121909979594,11.354939531097244,60.057785618436355
0.5057007577359276,5.039713541737545,0.0,0.08243130724396336,-0.003996516706773664,-0.0418656051030237,-0.1270797129745159,-0.07174742036698274,0.9314731678080302,-0.003959633777421309,True,2.74228378687697,1.057429775557252,158.34829894103112,8.83498382251536,48.8719453009067
0.4732627881103183,5.334801625539527,0.0,0.17967332123411978,-0.0038541394564183115,-0.039935789252368854,-0.1207337616998531,-0.06764823150631664,0.9347186570494455,-0.003743092702884333,True,2.797933267248283,1.0464324257273203,153.8145762595731,7.3647755281931575,39.80449993799067
0.4484944486535858,5.245286599398587,0.0,0.29611166500498504,-0.003674062288646222,-0.03785551797762262,-0.11393861066841507,-0.06336763446473306,0.9382500090323715,-0.0034639640658621334,True,2.828731573805278,1.0398267647188766,150.08438547230872,6.23236536429344,32.34411836346192
0.42148296328081736,4.921880803247862,0.0,0.43805309734513276,-0.0034608015277862226,-0.03554488764281334,-0.10647531134006927,-0.058777354466978134,0.9421678073162155,-0.003101768502950867,True,2.8437572931458392,1.0375685262758714,147.0088791565503,5.269620158970925,26.19310573194508
0.3896236661801878,4.45658832942576,0.0,0.6149068322981366,-0.0032081700709043165,-0.032886987012645176,-0.09798931700870118,-0.053676169429499945,0.9466566288995407,-0.002686933367385776,True,2.848446206316783,1.0389089633791655,144.49291417020476,4.423425758693625,21.16117575925398
0.35183416278894175,3.909976957228459,0.0,0.8413597733711049,-0.0029052288854965694,-0.02974836594250489,-0.08809980659727831,-0.04786059641926723,0.9519226180316792,-0.002254135729869292,False,2.846202357412525,1.0429565593795098,142.47235827848118,3.6749248896840903,17.12006397580683
-0.003404714074422522,0.49967671520361717,0.0,10.60714285714286,0.0005816383024283634,0.005248377671950892,0.016631078308040056,0.009019194588046616,1.0090433484777612,-0.0011631452657878119,True,2.75883036592885,1.0869681565785836,139.86143832138586,1.320622034885827,11.89822406161619
0.3074433905797082,3.3222280588036623,0.0,1.1416803953871502,-0.0025399076280491354,-0.02599194987876976,-0.07642174112914152,-0.04114105836080371,0.958179526009754,-0.0018368812089651582,True,2.8391422453844584,1.0488927974929425,140.90589110807514,3.01884257874642,13.987129634994744
0.25605604573820817,2.720362719172931,0.0,1.5590551181102363,-0.0020987536311984304,-0.021484282784160997,-0.06260265440409099,-0.03335640076479609,0.965629481038694,-0.0014679461480041117,True,2.8285316306982784,1.056032207697632,139.7715382608884,2.4568534365889523,11.718423940621278
