fpr,tpr
0.0,0.0
0.0002845291910549411,0.0036122798266421483
0.000636692929474381,0.010430055114243842
0.0012124679456005467,0.018095670409221977
0.0016718593944423717,0.025677361222220176
0.0021489240292361595,0.0332634653597321
0.0029477555653767465,0.041059848491072255
0.003722994174570451,0.04857893142334331
0.004401026267014813,0.05644346789206096
0.005315691648708127,0.06459021133013526
0.0065024954069813935,0.07264408319961364
0.007564960944971542,0.08265873404548697
0.008764813501190799,0.0917371828550266
0.00991959811346627,0.10159475973582927
0.011310418249326656,0.11208398578878201
0.01285142948202881,0.12332534071077304
0.01433453595998673,0.13522426221641318
0.015718697496657802,0.1491502975349879
0.018552614719123853,0.16157829324739525
0.021016380262465637,0.17679981472967876
0.023453796346719465,0.19143402256693448
0.02827987484467103,0.20519879730852938
0.03426871549017077,0.220156116420215
0.04019816563471564,0.2350102934587556
0.047181179471791804,0.24999175492836298
0.05637028927705192,0.2622231706680505
0.06541097181267777,0.2733305713970133
0.07688309016487085,0.2844143123653211
0.09231465926059391,0.2950490807713009
0.10702001461269316,0.30418137042650545
0.12488377084268472,0.3151759120548987
0.13840694078609855,0.3248189007643394
0.15709991983279548,0.3337781001231233
0.17257012508409497,0.34372867463138507
0.18809426237087978,0.3526035752892856
0.20178370951670838,0.36179469794970587
0.21364945720342346,0.3713906316714781
0.22346384504895567,0.3789635206671216
0.23214911733175037,0.38749665160147634
0.24211421425856205,0.39513380560487266
0.2519476867422774,0.40241469607128505
0.26062020006773656,0.4102936676909057
0.2719998096789762,0.4174481650767994
0.28150843661850966,0.4259150508400365
0.29323100520682316,0.4349867194673272
0.3046921845897075,0.4431740184031271
0.3137213228173345,0.4502426137381426
0.3219485441832597,0.45728637238734426
0.3324120976325232,0.4643254400895077
0.34146687342538795,0.47090180682000826
0.3513506198095043,0.4784259911216263
0.36154887107557054,0.4870636111546779
0.3706110444646637,0.495311895599827
0.38064537556158357,0.5036093538699664
0.39056790727327345,0.5118726926964111
0.3998686056601087,0.5195773841114114
0.4093181719069639,0.5273846533287639
0.4200892585479647,0.5357613752980652
0.42996309019403156,0.5436626206171862
0.4400154660829335,0.5523111442517011
0.44912987202758203,0.5618597742819876
0.45911549553363057,0.5708075964209443
0.46979358084104594,0.5790155496711197
0.4806104994369454,0.5877272059166507
0.4917885354915483,0.5959188342319847
0.5035995796292146,0.6045471818199232
0.5150106091509347,0.6143758217858185
0.5255481854749837,0.6249920575086007
0.5351224901921617,0.634339015048077
0.546253900845754,0.6445255486675243
0.5568317945215847,0.6540804430913363
0.5691091857974314,0.6637569234378957
0.5811165561268573,0.6734681997428764
0.5934185304932826,0.6837569190991943
0.6059533786789519,0.6948484379499233
0.6183481875870646,0.7044786487758754
0.6322968367204885,0.7166473555624191
0.6460245036949294,0.7275170001696865
0.658123507119139,0.7385130850876209
0.6707184598434921,0.7511367655495509
0.686361239407459,0.7620918912233647
0.7011234234372261,0.7739540898848833
0.7142590428974243,0.7868337490129365
0.7310295113209724,0.8008553933481684
0.7464309680281959,0.8141474994555833
0.764589811494836,0.8264426545548159
0.7833604372446848,0.839556725261061
0.8004869889196631,0.8531586668596974
0.8175957246016331,0.8681894401918513
0.8379715527542709,0.880203139048443
0.859250785411549,0.8953957337938652
0.8797322877957914,0.9119196691515564
0.9031675079095438,0.9277378952760763
0.9282947202651806,0.9459645865605452
0.9557195323289513,0.9644511127284294
0.9806909772139457,0.984207479775724
