fpr,tpr
0.0,0.0
0.0002450983813545575,0.004064719449119119
0.0006294355947953776,0.010498035256714583
0.0010500835678687516,0.019298742470814385
0.0016537672088871684,0.028158590475688142
0.0023281773408423733,0.035938166875871244
0.0031090048634620972,0.04274761278781092
0.003874422459314527,0.050360314995525575
0.005000689043525925,0.05857101361784706
0.005882321136941644,0.06733551555778697
0.006855331449734758,0.07547176526279317
0.00785311670900666,0.08437409257297115
0.009017475096668118,0.09360810906524421
0.01021971257602054,0.10391240569013102
0.011702574810723038,0.1130368124515842
0.01318893834921098,0.12527979039834222
0.014840389193084827,0.13728328936627765
0.016952362160518285,0.15032921726980966
0.02028513248916813,0.16460529968834045
0.02253468862623221,0.177660810767028
0.02538961045276916,0.19353122877124126
0.03021462089061336,0.20796044891994758
0.0345308056050133,0.221769482475377
0.04066747147011857,0.237198072393434
0.047654545941224244,0.25020429213291223
0.05748963328357674,0.2621557535168085
0.06783287835646348,0.27428300864434546
0.07701684148991969,0.28623902725279843
0.09047198896118563,0.29748612274183545
0.10566647438099824,0.30661340583916535
0.12080214428678843,0.3178114442306501
0.14113997424907082,0.3279281808760778
0.15879302640443402,0.33626456365228147
0.1734465107324718,0.3449120893726747
0.18781190721465207,0.3540343281230799
0.19868540681283026,0.3648382199637097
0.21086957012292518,0.37295131302609513
0.2206695098068953,0.3806795620651372
0.23003857812096523,0.38943658428372085
0.23961294973184735,0.3966044275192745
0.24828886980797618,0.403840495038409
0.25700838958015715,0.4117660406438314
0.2672016775662793,0.41920951240475324
0.2779020390406717,0.4282420484084964
0.28934811867013016,0.43573255155141916
0.29835949426389524,0.44345714387797275
0.30700637641561274,0.4513982961498419
0.31651189096848065,0.45910583676871053
0.3281138516728465,0.4658393598371887
0.338485245270483,0.47382042088524107
0.34656355697852054,0.48283256214117914
0.3599145345026175,0.4899171076856445
0.37065027038210396,0.49740762976399305
0.38138976022507376,0.5051188474959297
0.39008682076558904,0.5143203766818399
0.39820259495421045,0.5214269903887605
0.40696739335349413,0.529668052973161
0.4165619450446116,0.5368428156620977
0.4265018435096429,0.5455150448030714
0.43674266096188014,0.5544144555549753
0.44623370276396734,0.5638254946847008
0.45710414540579647,0.572399895208647
0.46661366075055155,0.5808257988052237
0.47826848813133566,0.5889357163539954
0.4891345039051479,0.5978665813128804
0.5012293707753195,0.6059019643091484
0.5115528607886409,0.614280591980199
0.5224598230519001,0.6233923127594756
0.5327026999225598,0.6340630961044013
0.544634521363483,0.6446166083548264
0.5562641092663677,0.6550062411171887
0.5677316997949402,0.6647003250631749
0.5785476119069134,0.6758690417862059
0.5905690024667024,0.6856004560849938
0.6039428068530783,0.6960917350601196
0.6155670085860288,0.7070971318919618
0.628687898527853,0.7166918653720649
0.6399925427288679,0.7281697567766177
0.6543450807447667,0.7381306007126246
0.6671447481248788,0.7501450724172076
0.6822889198208524,0.7603160211660723
0.6972490818655482,0.7722834160027644
0.7108218096548907,0.7846080429991084
0.7248741775969478,0.7974854102384056
0.741722161766305,0.8094514485257226
0.7598485115506326,0.8230532944871541
0.7773895659418648,0.83678027953674
0.7953459241358771,0.8504916975753529
0.8143197162150154,0.8642518256308542
0.8346011101069496,0.8783399235192428
0.8554646502262822,0.8948134422773671
0.8807242935974844,0.9095740164238669
0.9041138584732838,0.9299101007191514
0.9322045677283636,0.948344678480946
0.958993244759365,0.966954443351647
0.9862829142400688,0.9884934150628952
